name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
GJ 163 c,Confirmed,0.0239,0.0072,0.0072,0.0239,0.0072,0.0072,,,,25.637,0.042,0.042,0.124,0.013,0.013,0.03,0.03,0.03,,,,,2012,2019-06-14,235.4,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,3.22,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15.0,0.4,0.4,,,,0.4,,,,,,M3.5,3.0,2.0,2.0,,,,,,
GJ 163 d,Confirmed,0.0636,0.0239,0.0239,0.0636,0.0239,0.0239,,,,604.0,24.0,24.0,1.021,0.118,0.118,0.02,0.02,0.02,,,,,2013,2019-06-14,126.915,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,2.88,1.02,1.02,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15.0,0.4,0.4,,,,0.4,,,,,,M3.5,3.0,2.0,2.0,,,,,,
GJ 163 e,Confirmed,0.0428,0.0205,0.0205,0.0428,0.0205,0.0205,,,,349.0,10.0,10.0,0.7,0.066,0.066,0.03,0.03,0.03,,,,,2019,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,2.47,1.17,1.17,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15.0,0.4,0.4,,,,0.4,,,,,,M3.5,3.0,2.0,2.0,,,,,,
GJ 163 f,Confirmed,0.0214,0.0138,0.0138,0.0214,0.0138,0.0138,,,,109.5,1.4,1.4,0.326,0.034,0.034,0.04,0.04,0.04,,,,,2019,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.0,1.0,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15.0,0.4,0.4,,,,0.4,,,,,,M3.5,3.0,2.0,2.0,,,,,,
GJ 176 b,Confirmed,0.025,0.0066,0.0066,0.025,0.0066,0.0066,,,,8.7748,0.003,0.003,0.066,0.007,0.007,0.08,0.08,0.08,,,,0.007006,2007,2019-06-14,,,,,,,,,,,,,,,,,,,,,,2454399.79,0.33,0.33,3.95,0.8,0.8,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,GJ 176,70.7333333,18.9580556,9.97,,6.462,5.824,5.607,9.42,0.22,0.22,-0.1,0.2,0.2,0.49,0.014,0.014,0.53,,,M2.5V,,,,,,,,,
GJ 176 c,Confirmed,0.0233,0.0113,0.0113,0.0233,0.0113,0.0113,,,,28.586,0.052,0.052,0.146,0.012,0.012,0.02,0.02,0.02,,,,0.019108,2009,2019-06-14,,,,,,,,,,,,,,,,,,,,,,2454291.07,0.31,0.31,2.43,1.08,1.08,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 176,70.7333333,18.9580556,9.97,,6.462,5.824,5.607,9.42,0.22,0.22,-0.1,0.2,0.2,0.49,0.014,0.014,0.53,,,M2.5V,,,,,,,,,
GJ 179 b,Confirmed,0.7391,0.1608,0.1608,0.7391,0.1608,0.1608,,,,2288.0,59.0,59.0,2.41,0.245,0.245,0.21,0.08,0.08,,,,0.195935,2010,2019-06-20,153.0,24.0,24.0,2455140.0,104.0,104.0,,,,,,,,,,,,,,,,,,,22.7,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 179,73.025,6.4766667,11.96,,,,,12.3,0.6,0.6,0.3,0.1,0.1,0.357,0.03,0.03,0.38,0.02,0.02,M3.5,,,,3370.0,100.0,100.0,,,
GJ 179 c,Confirmed,0.0154,0.0085,0.0085,0.0154,0.0085,0.0085,,,,3.4798,0.001,0.001,0.032,0.003,0.003,0.04,0.04,0.04,,,,,2019,2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,4.04,2.08,2.08,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 179,73.025,6.4766667,11.96,,,,,12.3,0.6,0.6,0.3,0.1,0.1,0.357,0.03,0.03,0.38,0.02,0.02,M3.5,,,,3370.0,100.0,100.0,,,
GJ 180 b,Confirmed,0.02124,0.0056,0.0056,0.02124,0.0056,0.0056,,,,17.132,0.006,0.006,0.092,0.008,0.008,0.02,0.01,0.01,,,,,2014,2021-03-29,255.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,3.37,0.61,0.61,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,,,GJ 180,73.4582490167,-17.7734139096,10.894,,,,,,,,,,,0.43,,,,,,M2V,,,,3371.0,,,,,
GJ 180 c,Confirmed,0.0201365509864,0.012896206,0.012896206,0.0201365509864,0.012896206,0.012896206,,,,24.329,0.066,0.066,0.129,0.017,0.017,0.09,0.09,0.09,,,,,2014,2014-05-25,234.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 180,73.4582490167,-17.7734139096,10.894,,,,,,,,,,,0.43,,,,,,M2V,,,,3371.0,,,,,
GJ 180 d,Confirmed,0.02357,0.00733,0.00733,0.02357,0.00733,0.00733,,,,106.341,0.34,0.34,0.31,0.026,0.026,0.16,0.07,0.07,,,,,2020,2021-03-29,10.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,2.06,0.43,0.43,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,,,GJ 180,73.4582490167,-17.7734139096,10.894,,,,,,,,,,,0.43,,,,,,M2V,,,,3371.0,,,,,
GJ 2030 b,Confirmed,0.014,0.002,0.002,0.014,0.002,0.002,,,,,,,0.034,0.002,0.002,0.246,0.073,0.073,,,,,,2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 21019 b,,GJ 2030,50.82375,-7.793565,6.2,,,,,37.52,0.06,0.06,,,,1.0,0.1,0.1,,,,G5/6V,,,,,,,,,HD 21019
GJ 2056 b,Confirmed,0.051,0.0113,0.0113,0.051,0.0113,0.0113,,,,69.971,0.061,0.061,0.283,0.013,0.013,0.72,0.1,0.1,,,,,2020,2020-08-19,58.0,116.0,116.0,2452965.6,3.5,3.5,,,,,,,,,,,,,,,,,,,5.23,1.51,1.51,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 2056,108.020833335,-24.891944469,10.4,,,,,28.47,0.02,0.02,,,,,,,,,,M0,,,,,,,,,
GJ 2056 c,Confirmed,0.4443,0.053,0.053,0.4443,0.053,0.053,,,,2982.394,76.0,76.0,3.453,0.64,0.64,0.81,0.02,0.02,,,,,2020,2020-08-19,338.0,69.0,69.0,2450505.3,156.0,156.0,,,,,,,,,,,,,,,,,,,14.59,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 2056,108.020833335,-24.891944469,10.4,,,,,28.47,0.02,0.02,,,,,,,,,,M0,,,,,,,,,
